Country/Region,Region,Year,Population Total,GDP,CO2 Emissions,Energy Usage,Life Expectancy,Infant Mortality Rate
Peru,The Americas,01/12/2006,28030688,87554128440,35064,13248,72.5,0.02
Venezuela,The Americas,01/12/2006,27190882,183000000000,171825,63705,73.5,0.015
Panama,The Americas,01/12/2006,3428509,17137000000,7371,3093,76,0.019
Dominican Republic,The Americas,01/12/2006,9479269,35965041793,20693,7068,72,0.028
Ecuador,The Americas,01/12/2006,14023503,46802044000,29688,10255,75,0.023
Paraguay,The Americas,01/12/2006,6014781,10662013273,3986,4076,71.5,0.023
Nicaragua,The Americas,01/12/2006,5524927,6786340353,4466,2824,72,0.025
Belize,The Americas,01/12/2006,278985,1217450000,407,172,72,0.018
Haiti,The Americas,01/12/2006,9388642,4879738636,2112,2645,60,0.064
Bolivia,The Americas,01/12/2006,9517395,11451845341,14910,6439,65,0.042
Honduras,The Americas,01/12/2006,7037428,10841723354,7008,3993,71.5,0.025
Guatemala,The Americas,01/12/2006,12995374,30231130543,12526,7940,69.5,0.032
Turks and Caicos Islands,The Americas,01/12/2007,28638,,158,,,
Dominica,The Americas,01/12/2007,70795,412592593,150,43,,0.012
St. Kitts and Nevis,The Americas,01/12/2007,50478,684074062,249,83,,0.01
Sint Maarten (Dutch part),The Americas,01/12/2007,39464,,,,74.5,
Cuba,The Americas,01/12/2007,11301674,58603500000,26736,10137,78,0.005
Canada,The Americas,01/12/2007,32887928,1460000000000,560802,271728,80.5,0.005
Aruba,The Americas,01/12/2007,101219,2623726257,2358,,74.5,
Puerto Rico,The Americas,01/12/2007,3782995,89524131617,,,78.5,
Barbados,The Americas,01/12/2007,276277,4513250000,1426,401,74.5,0.014
Curacao,The Americas,01/12/2007,143026,,,,75.5,
Bermuda,The Americas,01/12/2007,64888,5895048000,517,,79,
Cayman Islands,The Americas,01/12/2007,51472,,612,,,
United States,The Americas,01/12/2007,301231207,14500000000000,5828697,2337014,77.5,0.007
Trinidad and Tobago,The Americas,01/12/2007,1310040,21830397705,46461,20331,69.5,0.023
Greenland,The Americas,01/12/2007,56555,2121759848,616,,70,
"Bahamas, The",The Americas,01/12/2007,342049,8318996000,1547,709,74,0.012
Uruguay,The Americas,01/12/2007,3338384,23410536914,5999,3172,76.5,0.012
Chile,The Americas,01/12/2007,16668892,173000000000,71154,30565,79,0.008
Jamaica,The Americas,01/12/2007,2662481,12820055025,13480,4200,72,0.017
Brazil,The Americas,01/12/2007,189996976,1370000000000,363213,235460,72.5,0.018
St. Lucia,The Americas,01/12/2007,170149,1145555535,385,128,73.5,0.014
Argentina,The Americas,01/12/2007,39331357,330000000000,180416,73673,75,0.014
St. Martin (French part),The Americas,01/12/2007,28905,,,,78.5,
Costa Rica,The Americas,01/12/2007,4463226,26321999607,8573,4508,78.5,0.009
St. Vincent and the Grenadines,The Americas,01/12/2007,109045,684074074,202,70,72,0.019
Antigua and Barbuda,The Americas,01/12/2007,84397,1289259236,444,146,74.5,0.01
Suriname,The Americas,01/12/2007,510433,2936612022,2442,714,69.5,0.024
Grenada,The Americas,01/12/2007,103586,758888875,238,81,71.5,0.012
El Salvador,The Americas,01/12/2007,6122952,20104900000,6898,4479,71,0.018
Colombia,The Americas,01/12/2007,44498390,208000000000,63439,27919,73,0.017
Peru,The Americas,01/12/2007,28328410,102000000000,43208,14334,73,0.019
Mexico,The Americas,01/12/2007,113529819,1040000000000,455845,176711,76,0.016
Panama,The Americas,01/12/2007,3491034,21121900000,7125,3024,76.5,0.018
Guyana,The Americas,01/12/2007,770407,1740334782,1566,500,65,0.034
Venezuela,The Americas,01/12/2007,27655937,230000000000,175785,62934,74,0.015
Dominican Republic,The Americas,01/12/2007,9615015,41320673508,21430,7058,72,0.028
Ecuador,The Americas,01/12/2007,14268397,51007777000,30759,11332,75,0.023
Paraguay,The Americas,01/12/2007,6125285,13794909537,4136,4225,72,0.023
Nicaragua,The Americas,01/12/2007,5595533,7458167331,4595,2871,73,0.024
Belize,The Americas,01/12/2007,286196,1290500000,425,178,73,0.017
Haiti,The Americas,01/12/2007,9513714,5885325590,2391,2509,60.5,0.063
Bolivia,The Americas,01/12/2007,9676456,13120183157,12757,5372,65.5,0.04
Honduras,The Americas,01/12/2007,7178436,12275491273,8779,4692,72,0.024
Guatemala,The Americas,01/12/2007,13317931,34113106486,12636,8528,70.5,0.031
Cayman Islands,The Americas,01/12/2008,52912,,631,,,
Turks and Caicos Islands,The Americas,01/12/2008,29481,,158,,,
Dominica,The Americas,01/12/2008,70883,452222222,128,,,0.012
St. Kitts and Nevis,The Americas,01/12/2008,51110,734814815,249,,,0.009
Cuba,The Americas,01/12/2008,11296355,60806200000,30443,10566,78,0.005
Aruba,The Americas,01/12/2008,101344,2791960894,2288,,74.5,
Canada,The Americas,01/12/2008,33245773,1540000000000,544975,264724,80.5,0.005
Puerto Rico,The Americas,01/12/2008,3760866,93639316000,,,79,
Sint Maarten (Dutch part),The Americas,01/12/2008,40459,,,,74.5,
Barbados,The Americas,01/12/2008,277634,4541550000,1635,,74.5,0.014
Bermuda,The Americas,01/12/2008,65273,6109928000,389,,79.5,
Curacao,The Americas,01/12/2008,144971,,,,75.5,
United States,The Americas,01/12/2008,304093966,14700000000000,5656839,2277034,78.5,0.007
Trinidad and Tobago,The Americas,01/12/2008,1316449,28165793618,42541,19563,69.5,0.022
Greenland,The Americas,01/12/2008,56328,1739579594,638,,70.5,
Uruguay,The Americas,01/12/2008,3348898,30366148205,8331,4153,76.5,0.011
Chile,The Americas,01/12/2008,16831184,180000000000,71224,30310,79,0.008
Brazil,The Americas,01/12/2008,191765567,1650000000000,387675,248594,72.5,0.017
Jamaica,The Americas,01/12/2008,2671934,13676837630,11947,4078,72.5,0.017
"Bahamas, The",The Americas,01/12/2008,348340,8246650000,1045,,74,0.012
Costa Rica,The Americas,01/12/2008,4532711,29831167681,8647,4586,79,0.009
St. Lucia,The Americas,01/12/2008,172734,1184074074,396,,74,0.014
Argentina,The Americas,01/12/2008,39676083,406000000000,190057,77794,75.5,0.014
St. Martin (French part),The Americas,01/12/2008,29376,,,,78.5,
St. Vincent and the Grenadines,The Americas,01/12/2008,109158,695555556,202,,72,0.019
Antigua and Barbuda,The Americas,01/12/2008,85349,1347407407,458,,75,0.009
Suriname,The Americas,01/12/2008,515372,3532969035,2442,,70,0.024
Grenada,The Americas,01/12/2008,103932,825925911,260,,72,0.012
Colombia,The Americas,01/12/2008,45153037,244000000000,66439,29208,73,0.017
Mexico,The Americas,01/12/2008,114968039,1100000000000,471444,181876,76.5,0.015
El Salvador,The Americas,01/12/2008,6151776,21431000000,6546,4499,71.5,0.017
Peru,The Americas,01/12/2008,28625628,121000000000,41279,15044,73.5,0.017
Venezuela,The Americas,01/12/2008,28120312,316000000000,186812,69597,74,0.014
Panama,The Americas,01/12/2008,3553480,24884000000,7576,3053,77,0.018
Guyana,The Americas,01/12/2008,775739,1922598121,1558,,65.5,0.034
Ecuador,The Americas,01/12/2008,14512402,61762635000,29670,10973,75,0.022
Dominican Republic,The Americas,01/12/2008,9750195,45796187338,21019,7104,72.5,0.027
Paraguay,The Americas,01/12/2008,6236005,18504128632,4353,4348,72,0.022
Nicaragua,The Americas,01/12/2008,5667983,8491371523,4386,2903,73,0.024
Belize,The Americas,01/12/2008,293544,1369500000,407,,73,0.017
Haiti,The Americas,01/12/2008,9638255,6548530572,2428,2927,61,0.061
Bolivia,The Americas,01/12/2008,9834098,16674324634,13773,5973,66,0.038
Honduras,The Americas,01/12/2008,7322368,13789720387,8672,4648,72.5,0.023
Guatemala,The Americas,01/12/2008,13648307,39136441799,11441,8157,70.5,0.03
Turks and Caicos Islands,The Americas,01/12/2009,30247,,161,,,
Dominica,The Americas,01/12/2009,70996,482592593,128,,,0.011
St. Kitts and Nevis,The Americas,01/12/2009,51731,708888889,260,,,0.009
Sint Maarten (Dutch part),The Americas,01/12/2009,39133,,,,75.5,
Cuba,The Americas,01/12/2009,11288826,62078610000,29901,12346,79,0.005
Aruba,The Americas,01/12/2009,101418,2498932961,2296,,74.5,
Canada,The Americas,01/12/2009,33628571,1370000000000,513937,251326,81,0.005
Puerto Rico,The Americas,01/12/2009,3740410,96385638000,,,78,
Bermuda,The Americas,01/12/2009,65636,5806378000,466,,79.5,
Barbados,The Americas,01/12/2009,279006,4592650000,1624,,74.5,0.014
Curacao,The Americas,01/12/2009,145890,,,,76,
United States,The Americas,01/12/2009,306771529,14400000000000,5311840,2164458,78.5,0.006
Chile,The Americas,01/12/2009,16991729,172000000000,67267,29484,79,0.008
Trinidad and Tobago,The Americas,01/12/2009,1322518,19332270662,48177,20277,69.5,0.021
Uruguay,The Americas,01/12/2009,3360431,30461322555,7891,4134,76.5,0.011
Cayman Islands,The Americas,01/12/2009,54275,,587,,,
Greenland,The Americas,01/12/2009,56323,1267711816,557,,70.5,
Brazil,The Americas,01/12/2009,193490922,1620000000000,367147,240464,73,0.016
Jamaica,The Americas,01/12/2009,2681386,12125023181,8592,3022,72.5,0.016
"Bahamas, The",The Americas,01/12/2009,354492,7820420000,1643,,74.5,0.012
Costa Rica,The Americas,01/12/2009,4601424,29382692643,7818,4561,79,0.009
St. Vincent and the Grenadines,The Americas,01/12/2009,109249,674814815,202,,72,0.019
St. Lucia,The Americas,01/12/2009,175200,1180000000,385,,74.5,0.014
Argentina,The Americas,01/12/2009,40023641,378000000000,179639,76075,75.5,0.013
Antigua and Barbuda,The Americas,01/12/2009,86300,1206296296,499,,75.5,0.009
St. Martin (French part),The Americas,01/12/2009,29820,,,,78.5,
Suriname,The Americas,01/12/2009,520173,3875409836,2468,,70,0.023
Grenada,The Americas,01/12/2009,104296,771481468,253,,72.5,0.012
Colombia,The Americas,01/12/2009,45802561,234000000000,70850,30815,73.5,0.016
Mexico,The Americas,01/12/2009,116422752,895000000000,446237,175752,76.5,0.015
El Salvador,The Americas,01/12/2009,6183484,20661000000,6476,4214,71.5,0.016
Peru,The Americas,01/12/2009,28934303,121000000000,47356,17200,73.5,0.016
Venezuela,The Americas,01/12/2009,28583040,329000000000,185341,69597,74,0.014
Panama,The Americas,01/12/2009,3615846,25925100000,8636,3367,77,0.017
Guyana,The Americas,01/12/2009,781055,2025565089,1555,,65.5,0.033
Dominican Republic,The Americas,01/12/2009,9884265,46484962937,20323,6941,73,0.026
Ecuador,The Americas,01/12/2009,14756424,62519686000,30473,12678,75.5,0.022
Nicaragua,The Americas,01/12/2009,5743329,8380736990,4496,2903,73.5,0.023
Paraguay,The Americas,01/12/2009,6347383,15929903100,4518,4476,72,0.021
Belize,The Americas,01/12/2009,301016,1338500000,414,,73,0.016
Haiti,The Americas,01/12/2009,9765153,6584649419,2263,2732,61.5,0.06
Bolivia,The Americas,01/12/2009,9993406,17339992165,14408,6203,66,0.036
Honduras,The Americas,01/12/2009,7469844,14587485644,7866,4453,72.5,0.022
Guatemala,The Americas,01/12/2009,13988988,37733606156,11844,9318,70.5,0.029
Sint Maarten (Dutch part),The Americas,01/12/2010,37850,,,,,
Turks and Caicos Islands,The Americas,01/12/2010,30993,,161,,,
St. Kitts and Nevis,The Americas,01/12/2010,52352,692222222,249,,,0.009
Cuba,The Americas,01/12/2010,11281768,64328220000,38364,11308,79,0.005
Aruba,The Americas,01/12/2010,101597,2467703911,2321,,75,
Puerto Rico,The Americas,01/12/2010,3721208,98381268000,,,78,
Canada,The Americas,01/12/2010,34005274,1610000000000,499137,250992,81,0.005
Bermuda,The Americas,01/12/2010,65124,5744414000,477,,79.5,
Dominica,The Americas,01/12/2010,71167,475185185,136,,,0.011
Barbados,The Americas,01/12/2010,280396,4433700000,1503,,74.5,0.014
United States,The Americas,01/12/2010,309326295,15000000000000,5433057,2215504,78.5,0.006
Curacao,The Americas,01/12/2010,149311,,,,,
Chile,The Americas,01/12/2010,17150760,218000000000,72258,30920,79,0.008
Cayman Islands,The Americas,01/12/2010,55509,,590,,,
Trinidad and Tobago,The Americas,01/12/2010,1328095,20758191858,50682,21370,69.5,0.021
Greenland,The Americas,01/12/2010,56905,,634,,71,
Jamaica,The Americas,01/12/2010,2690824,13230844040,7158,2830,73,0.016
Uruguay,The Americas,01/12/2010,3371982,38881102075,6645,4174,76.5,0.011
Brazil,The Americas,01/12/2010,195210154,2140000000000,419754,265887,73.5,0.015
St. Lucia,The Americas,01/12/2010,177397,1252222222,403,,74.5,0.014
"Bahamas, The",The Americas,01/12/2010,360498,7888087000,2464,,75,0.011
Costa Rica,The Americas,01/12/2010,4669685,36298327670,7770,4646,79.5,0.009
St. Vincent and the Grenadines,The Americas,01/12/2010,109316,681481481,209,,72,0.019
Argentina,The Americas,01/12/2010,40374224,463000000000,180512,78162,75.5,0.013
Antigua and Barbuda,The Americas,01/12/2010,87233,1135555556,513,,75.5,0.009
St. Martin (French part),The Americas,01/12/2010,30235,,,,79,
Suriname,The Americas,01/12/2010,524960,4368033802,2384,,70.5,0.022
Grenada,The Americas,01/12/2010,104677,771111097,260,,72.5,0.012
El Salvador,The Americas,01/12/2010,6218195,21418300000,6249,4210,71.5,0.015
Colombia,The Americas,01/12/2010,46444798,287000000000,75680,32235,73.5,0.016
Mexico,The Americas,01/12/2010,117886404,1050000000000,443674,178924,76.5,0.014
Panama,The Americas,01/12/2010,3678128,28814100000,9633,3710,77,0.017
Peru,The Americas,01/12/2010,29262830,149000000000,57579,19207,74,0.015
Venezuela,The Americas,01/12/2010,29043283,394000000000,201747,75502,74,0.014
Guyana,The Americas,01/12/2010,786126,2259288396,1701,,65.5,0.032
Dominican Republic,The Americas,01/12/2010,10016797,50980167048,20964,7178,73,0.026
Ecuador,The Americas,01/12/2010,15001072,67513698000,32636,12428,76,0.021
Paraguay,The Americas,01/12/2010,6459721,20030529733,5075,4789,72,0.021
Belize,The Americas,01/12/2010,308595,1398500000,422,,73,0.016
Nicaragua,The Americas,01/12/2010,5822209,8938210560,4547,2951,74,0.022
Bolivia,The Americas,01/12/2010,10156601,19649631308,15456,7341,66.5,0.035
Haiti,The Americas,01/12/2010,9896400,6622541529,2120,2409,62,0.073
Honduras,The Americas,01/12/2010,7621204,15839344592,8108,4567,72.5,0.021
Guatemala,The Americas,01/12/2010,14341576,41338007893,11118,10251,71.5,0.028
Sint Maarten (Dutch part),The Americas,01/12/2011,38486,,,,,
Turks and Caicos Islands,The Americas,01/12/2011,31726,,,,,
Dominica,The Americas,01/12/2011,71401,491481481,,,,0.011
St. Kitts and Nevis,The Americas,01/12/2011,52971,728148148,,,,0.008
Cuba,The Americas,01/12/2011,11276053,68233900000,,11187,79,0.006
Aruba,The Americas,01/12/2011,101932,2584463687,,,75.5,
Puerto Rico,The Americas,01/12/2011,3686580,100000000000,,,78.5,
Canada,The Americas,01/12/2011,34342780,1780000000000,,251845,81,0.005
Bermuda,The Americas,01/12/2011,64564,5550771000,,,79.5,
Barbados,The Americas,01/12/2011,281804,4368900000,,,75,0.014
Curacao,The Americas,01/12/2011,150612,,,,77.5,
United States,The Americas,01/12/2011,311582564,15500000000000,,2191193,78.5,0.006
Greenland,The Americas,01/12/2011,56890,,,,,
Chile,The Americas,01/12/2011,17308449,251000000000,,33574,79,0.007
Cayman Islands,The Americas,01/12/2011,56601,,,,,
Trinidad and Tobago,The Americas,01/12/2011,1333082,23676348287,,20918,69.5,0.02
Brazil,The Americas,01/12/2011,196935134,2480000000000,,270028,73.5,0.014
Jamaica,The Americas,01/12/2011,2699838,14433926129,,3066,73.5,0.015
"Bahamas, The",The Americas,01/12/2011,366331,7872584000,,,75,0.011
Uruguay,The Americas,01/12/2011,3383486,47236710623,,4430,76.5,0.01
St. Lucia,The Americas,01/12/2011,179271,1295925926,,,74.5,0.013
Costa Rica,The Americas,01/12/2011,4737680,41237296807,,4655,79.5,0.009
St. Vincent and the Grenadines,The Americas,01/12/2011,109357,677037037,,,72,0.018
Argentina,The Americas,01/12/2011,40728738,558000000000,,80112,76,0.013
Antigua and Barbuda,The Americas,01/12/2011,88152,1127037037,,,75.5,0.008
St. Martin (French part),The Americas,01/12/2011,30615,,,,79,
Suriname,The Americas,01/12/2011,529761,4363219094,,,70.5,0.022
Grenada,The Americas,01/12/2011,105074,778518505,,,72.5,0.011
Colombia,The Americas,01/12/2011,47078792,335000000000,,31613,73.5,0.015
Mexico,The Americas,01/12/2011,119361233,1170000000000,,186171,77,0.014
El Salvador,The Americas,01/12/2011,6256242,23139000000,,4319,72,0.015
Venezuela,The Americas,01/12/2011,29500625,316000000000,,70198,74,0.014
Peru,The Americas,01/12/2011,29614887,171000000000,,20582,74.5,0.014
Panama,The Americas,01/12/2011,3740282,33270500000,,4058,77,0.016
Guyana,The Americas,01/12/2011,790882,2576602497,,,66,0.032
Ecuador,The Americas,01/12/2011,15246481,76769729000,,12942,76,0.02
Dominican Republic,The Americas,01/12/2011,10147598,55433248935,,7382,73,0.025
Paraguay,The Americas,01/12/2011,6573097,25071193102,,4858,72,0.02
Nicaragua,The Americas,01/12/2011,5905146,9898547558,,3038,74,0.021
Belize,The Americas,01/12/2011,316280,1489000000,,,74,0.015
Haiti,The Americas,01/12/2011,10032864,7516834160,,3211,62.5,0.057
Bolivia,The Americas,01/12/2011,10324445,23948541156,,7704,67,0.033
Honduras,The Americas,01/12/2011,7776669,17710325578,,4740,73.5,0.02
Guatemala,The Americas,01/12/2011,14706578,47654789735,,10163,71.5,0.028
Sint Maarten (Dutch part),The Americas,01/12/2012,39088,,,,,
Turks and Caicos Islands,The Americas,01/12/2012,32427,,,,,
Dominica,The Americas,01/12/2012,71684,495555556,,,,0.011
St. Kitts and Nevis,The Americas,01/12/2012,53584,731851852,,,,0.008
Aruba,The Americas,01/12/2012,102384,,,,75.5,
Cuba,The Americas,01/12/2012,11270957,,,,79,0.005
Puerto Rico,The Americas,01/12/2012,3651545,101000000000,,,78.5,
Canada,The Americas,01/12/2012,34754312,1820000000000,,252651,81,0.005
Bermuda,The Americas,01/12/2012,64798,5473536000,,,79.5,
Cayman Islands,The Americas,01/12/2012,57570,,,,,
Curacao,The Americas,01/12/2012,152056,,,,,
Barbados,The Americas,01/12/2012,283221,4224850000,,,75.5,0.014
United States,The Americas,01/12/2012,313873685,16200000000000,,2132446,78.5,0.006
Greenland,The Americas,01/12/2012,56810,,,,,
Chile,The Americas,01/12/2012,17464814,266000000000,,32720,79.5,0.007
Trinidad and Tobago,The Americas,01/12/2012,1337439,23436342520,,,70,0.02
Brazil,The Americas,01/12/2012,198656019,2250000000000,,,73.5,0.013
Jamaica,The Americas,01/12/2012,2707805,14794802081,,,73.5,0.015
"Bahamas, The",The Americas,01/12/2012,371960,8149004000,,,75,0.011
Uruguay,The Americas,01/12/2012,3395253,50004354667,,,77,0.01
Costa Rica,The Americas,01/12/2012,4805295,45374788701,,,80,0.009
St. Lucia,The Americas,01/12/2012,180870,1318148148,,,74.5,0.013
St. Martin (French part),The Americas,01/12/2012,30959,,,,79,
St. Vincent and the Grenadines,The Americas,01/12/2012,109373,694444444,,,72.5,0.018
Argentina,The Americas,01/12/2012,41086927,603000000000,,,76,0.012
Antigua and Barbuda,The Americas,01/12/2012,89069,1194074074,,,75.5,0.008
Suriname,The Americas,01/12/2012,534541,5012121212,,,71,0.021
Grenada,The Americas,01/12/2012,105483,801481467,,,72.5,0.011
Colombia,The Americas,01/12/2012,47704427,370000000000,,,74,0.015
Mexico,The Americas,01/12/2012,120847477,1190000000000,,191924,77.5,0.013
El Salvador,The Americas,01/12/2012,6297394,23813600000,,,72.5,0.014
Peru,The Americas,01/12/2012,29987800,193000000000,,,74.5,0.014
Venezuela,The Americas,01/12/2012,29954782,381000000000,,,75,0.013
Panama,The Americas,01/12/2012,3802281,37956200000,,,77.5,0.016
Guyana,The Americas,01/12/2012,795369,2851154076,,,66,0.031
Dominican Republic,The Americas,01/12/2012,10276621,58920504571,,,73,0.024
Ecuador,The Americas,01/12/2012,15492264,84039856000,,,76,0.02
Nicaragua,The Americas,01/12/2012,5991733,10644973606,,,74.5,0.021
Paraguay,The Americas,01/12/2012,6687361,24611040343,,,72,0.019
Belize,The Americas,01/12/2012,324060,1572500000,,,74,0.015
Haiti,The Americas,01/12/2012,10173775,7890216508,,,63,0.056
Bolivia,The Americas,01/12/2012,10496285,27035110130,,,67,0.032
Honduras,The Americas,01/12/2012,7935846,18564264545,,,73.5,0.02
